TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2021,9,20,20,0,3XX POWELL ST,Strathcona,492902.0617,5458933.544
Mischief,2021,2,20,2,33,3XX POWELL ST,Strathcona,492940.2813,5458932.366
Mischief,2021,4,27,0,0,3XX POWELL ST,Strathcona,492994.4257,5458930.696
Mischief,2021,1,25,10,54,3XX POWELL ST,Strathcona,493023.0904,5458929.812
Mischief,2021,3,22,17,55,3XX POWELL ST,Strathcona,493023.0904,5458929.812
Mischief,2021,6,17,15,50,3XX POWELL ST,Strathcona,493023.0904,5458929.812
Mischief,2021,8,23,14,37,3XX POWELL ST,Strathcona,493023.0904,5458929.812
Mischief,2021,10,7,22,30,3XX POWELL ST,Strathcona,493023.0904,5458929.812
Mischief,2021,4,12,19,24,3XX POWELL ST,Strathcona,493051.8952,5458938.073
Mischief,2021,5,9,19,28,3XX PRINCESS AVE,Strathcona,493344.0156,5458748.212
Mischief,2021,9,24,18,51,3XX PRINCESS AVE,Strathcona,493344.0156,5458748.212
Mischief,2021,7,19,15,40,3XX PRINCESS AVE,Strathcona,493355.6074,5458818.775
Mischief,2021,6,4,15,0,3XX RAILWAY ST,Strathcona,492981.16,5459104.676
Mischief,2021,8,15,22,21,3XX RAILWAY ST,Strathcona,492981.16,5459104.676
Mischief,2021,1,10,18,37,3XX RAYMUR AVE,Strathcona,494011.1881,5458799.327
Mischief,2021,3,31,11,24,3XX RAYMUR AVE,Strathcona,494011.1881,5458799.327
Mischief,2021,11,28,10,59,3XX TERMINAL AVE,Strathcona,492886.3906,5457734.629
Mischief,2021,1,3,20,0,3XX TERMINAL AVE,Strathcona,493041.9951,5457716.323
Mischief,2021,8,31,14,40,4XX ALEXANDER ST,Strathcona,493073.9211,5459029.082
Mischief,2021,11,2,19,14,4XX ALEXANDER ST,Strathcona,493191.2315,5459035.529
Mischief,2021,12,17,4,0,4XX CAMPBELL AVE,Strathcona,493836.207,5458668.508
Mischief,2021,11,1,1,59,4XX CAMPBELL AVE,Strathcona,493836.2683,5458670.506
Mischief,2021,7,18,14,17,4XX CAMPBELL AVE,Strathcona,493837.079,5458696.942
Mischief,2021,10,2,8,15,4XX CAMPBELL AVE,Strathcona,493837.079,5458696.942
Mischief,2021,9,16,6,36,4XX DUNLEVY AVE,Strathcona,493065.5441,5458723.359
Mischief,2021,5,28,16,39,4XX E CORDOVA ST,Strathcona,493084.9879,5458827.356
Mischief,2021,7,20,7,1,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.175
Mischief,2021,8,12,4,2,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.175
Mischief,2021,8,18,9,29,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.175
Mischief,2021,8,23,20,15,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.175
Mischief,2021,10,26,23,10,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.175
Mischief,2021,11,9,22,13,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.175
Mischief,2021,11,12,22,26,4XX E HASTINGS ST,Strathcona,493071.0867,5458733.175
Mischief,2021,7,10,21,30,4XX E HASTINGS ST,Strathcona,493115.2743,5458731.853
Mischief,2021,8,12,21,0,4XX E HASTINGS ST,Strathcona,493115.2743,5458731.853
Mischief,2021,6,17,9,7,4XX E HASTINGS ST,Strathcona,493139.8366,5458731.119
Mischief,2021,1,23,14,3,4XX E HASTINGS ST,Strathcona,493142.2075,5458721.9
Mischief,2021,10,15,21,2,4XX E HASTINGS ST,Strathcona,493166.2788,5458730.329
Mischief,2021,1,10,15,0,4XX E PENDER ST,Strathcona,493065.4797,5458615.626
Mischief,2021,6,10,1,0,4XX E PENDER ST,Strathcona,493131.3949,5458623.318
Mischief,2021,11,25,0,0,4XX E WATERFRONT RD,Strathcona,493007.8822,5459192.894
Mischief,2021,5,31,14,29,4XX GORE AVE,Strathcona,492910.8002,5458695.492
Mischief,2021,10,25,16,0,4XX GORE AVE,Strathcona,492911.119,5458692.511
Mischief,2021,2,8,10,31,4XX GORE AVE,Strathcona,492916.4817,5458728.39
Mischief,2021,4,15,18,0,4XX GORE AVE,Strathcona,492916.4817,5458728.39
Mischief,2021,6,4,15,30,4XX GORE AVE,Strathcona,492916.4817,5458728.39
Mischief,2021,3,19,16,30,4XX HAWKS AVE,Strathcona,493664.9246,5458698.713
Mischief,2021,6,29,8,20,4XX HAWKS AVE,Strathcona,493665.0602,5458702.529
Mischief,2021,4,30,15,3,4XX INDUSTRIAL AVE,Strathcona,493070.021,5457413.882
Mischief,2021,8,21,18,55,4XX INDUSTRIAL AVE,Strathcona,493102.9036,5457405.327
Mischief,2021,1,10,17,56,4XX KEEFER ST,Strathcona,493066.0803,5458515.983
Mischief,2021,4,23,14,0,4XX KEEFER ST,Strathcona,493077.0137,5458524.803
Mischief,2021,8,2,19,0,4XX KEEFER ST,Strathcona,493108.111,5458514.72
Mischief,2021,11,14,17,31,4XX KEEFER ST,Strathcona,493155.1691,5458513.305
Mischief,2021,5,10,17,15,4XX MAIN ST,Strathcona,492753.8355,5458682.652
Mischief,2021,5,21,18,0,4XX MAIN ST,Strathcona,492753.8355,5458682.652
Mischief,2021,12,16,11,23,4XX MAIN ST,Strathcona,492753.8355,5458682.652
Mischief,2021,11,30,22,42,4XX MAIN ST,Strathcona,492754.14,5458714.215
Mischief,2021,1,7,9,32,4XX MAIN ST,Strathcona,492754.3113,5458731.969
Mischief,2021,11,11,23,30,4XX MAIN ST,Strathcona,492754.3113,5458731.969
Mischief,2021,1,15,17,20,4XX POWELL ST,Strathcona,493074.0123,5458928.249
Mischief,2021,2,11,5,0,4XX PRIOR ST,Strathcona,493180.0871,5458212.746
Mischief,2021,9,15,19,2,4XX RAILWAY ST,Strathcona,493130.5257,5459135.548
Mischief,2021,1,11,10,0,4XX RAYMUR AVE,Strathcona,493998.1097,5458681.595
Mischief,2021,9,6,18,0,4XX TERMINAL AVE,Strathcona,493101.1261,5457678.9
Mischief,2021,7,9,12,13,5XX CAMPBELL AVE,Strathcona,493833.5578,5458581.956
Mischief,2021,1,29,2,45,5XX CAMPBELL AVE,Strathcona,493833.7255,5458587.489
Mischief,2021,4,8,21,20,5XX E 1ST AVE,Strathcona,493198.0224,5457292.531
Mischief,2021,12,4,14,44,5XX E CORDOVA ST,Strathcona,493215.2723,5458824.286
Mischief,2021,6,20,23,56,5XX E CORDOVA ST,Strathcona,493231.0243,5458823.739
Mischief,2021,7,23,8,39,5XX E CORDOVA ST,Strathcona,493231.0243,5458823.739
Mischief,2021,8,27,9,45,5XX E CORDOVA ST,Strathcona,493231.0243,5458823.739
Mischief,2021,5,30,9,15,5XX E CORDOVA ST,Strathcona,493278.5391,5458831.242
Mischief,2021,12,16,2,30,5XX E CORDOVA ST,Strathcona,493284.0231,5458831.052
Mischief,2021,9,29,6,0,5XX E GEORGIA ST,Strathcona,493224.6523,5458420.051
Mischief,2021,1,6,23,59,5XX E HASTINGS ST,Strathcona,493212.0459,5458719.788
Mischief,2021,11,26,23,12,5XX E HASTINGS ST,Strathcona,493212.0459,5458719.788
Mischief,2021,12,23,20,40,5XX E HASTINGS ST,Strathcona,493212.0459,5458719.788
Mischief,2021,3,14,18,32,5XX E HASTINGS ST,Strathcona,493290.8912,5458726.313
Mischief,2021,4,4,9,12,5XX E HASTINGS ST,Strathcona,493290.8912,5458726.313
Mischief,2021,9,15,17,44,5XX E HASTINGS ST,Strathcona,493290.8912,5458726.313
Mischief,2021,11,12,16,0,5XX E HASTINGS ST,Strathcona,493311.8355,5458725.616
Mischief,2021,1,8,22,0,5XX E HASTINGS ST,Strathcona,493337.7117,5458715.606
Mischief,2021,10,14,19,0,5XX E HASTINGS ST,Strathcona,493337.7117,5458715.606
Mischief,2021,5,28,18,45,5XX EVANS AVE,Strathcona,493291.6013,5457763.461
Mischief,2021,6,18,3,2,5XX KEEFER ST,Strathcona,493268.0673,5458509.94
Mischief,2021,9,24,0,0,5XX KEEFER ST,Strathcona,493281.1273,5458509.553
Mischief,2021,8,2,21,0,5XX MAIN ST,Strathcona,492751.8396,5458578.973
Mischief,2021,4,23,12,25,5XX MAIN ST,Strathcona,492753.1793,5458624.853
Mischief,2021,8,12,0,45,5XX MAIN ST,Strathcona,492753.1793,5458624.853
Mischief,2021,10,31,23,40,5XX MAIN ST,Strathcona,492753.1793,5458624.853
Mischief,2021,11,20,3,3,5XX MALKIN AVE,Strathcona,493191.708,5458161.493
Mischief,2021,1,10,16,0,5XX MALKIN AVE,Strathcona,493194.2429,5458205.753
Mischief,2021,1,3,7,33,5XX POWELL ST,Strathcona,493218.102,5458923.936
Mischief,2021,2,15,0,0,5XX POWELL ST,Strathcona,493248.0098,5458932.177
Mischief,2021,6,9,18,39,5XX POWELL ST,Strathcona,493248.0098,5458932.177
Mischief,2021,6,15,7,11,5XX POWELL ST,Strathcona,493248.0098,5458932.177
Mischief,2021,7,29,0,16,5XX POWELL ST,Strathcona,493248.0098,5458932.177
Mischief,2021,7,29,19,30,5XX POWELL ST,Strathcona,493248.0098,5458932.177
Mischief,2021,8,11,21,0,5XX POWELL ST,Strathcona,493248.0098,5458932.177
Mischief,2021,1,25,22,40,5XX POWELL ST,Strathcona,493254.3493,5458922.836
Mischief,2021,6,19,10,34,5XX POWELL ST,Strathcona,493275.3393,5458931.348
Mischief,2021,7,11,8,55,5XX POWELL ST,Strathcona,493306.4085,5458930.406
Mischief,2021,1,27,7,46,5XX POWELL ST,Strathcona,493326.1538,5458920.659
Mischief,2021,5,4,22,41,5XX PRIOR ST,Strathcona,493196.8743,5458212.329
Mischief,2021,5,4,15,31,5XX PRIOR ST,Strathcona,493202.502,5458221.295
Mischief,2021,8,6,9,15,5XX PRIOR ST,Strathcona,493229.7327,5458220.409
Mischief,2021,10,31,22,48,5XX PRIOR ST,Strathcona,493229.7327,5458220.409
Mischief,2021,5,21,21,45,5XX PRIOR ST,Strathcona,493283.8965,5458209.497
Mischief,2021,5,6,7,50,5XX RAYMUR AVE,Strathcona,493973.0749,5458566.171
Mischief,2021,7,6,21,56,5XX RAYMUR AVE,Strathcona,493987.7854,5458578.899
Mischief,2021,3,3,21,59,5XX TERMINAL AVE,Strathcona,493299.3068,5457625.023
Mischief,2021,10,9,22,5,6XX ALEXANDER ST,Strathcona,493338.8789,5459021.364
Mischief,2021,2,3,23,30,6XX ALEXANDER ST,Strathcona,493341.2846,5459021.277
Mischief,2021,2,4,19,0,6XX ALEXANDER ST,Strathcona,493341.2846,5459021.277
Mischief,2021,1,22,0,0,6XX ALEXANDER ST,Strathcona,493399.9315,5459019.355
Mischief,2021,2,21,13,0,6XX ALEXANDER ST,Strathcona,493427.2674,5459018.487
Mischief,2021,4,9,4,5,6XX ALEXANDER ST,Strathcona,493427.2674,5459018.487
Mischief,2021,7,25,7,20,6XX ALEXANDER ST,Strathcona,493467.6694,5459017.205
Mischief,2021,9,25,11,32,6XX ATLANTIC ST,Strathcona,493338.9487,5458119.312
Mischief,2021,8,11,18,0,6XX CAMPBELL AVE,Strathcona,493830.5292,5458481.537
Mischief,2021,5,30,5,0,6XX E CORDOVA ST,Strathcona,493360.9294,5458828.421
Mischief,2021,5,8,20,18,6XX E CORDOVA ST,Strathcona,493417.3137,5458826.674
Mischief,2021,11,2,17,19,6XX E GEORGIA ST,Strathcona,493341.4107,5458407.359
Mischief,2021,5,29,18,0,6XX E GEORGIA ST,Strathcona,493344.2361,5458407.275
Mischief,2021,2,27,23,3,6XX E GEORGIA ST,Strathcona,493393.8058,5458414.955
Mischief,2021,4,18,6,31,6XX E HASTINGS ST,Strathcona,493354.526,5458715.093
Mischief,2021,7,8,2,39,6XX E HASTINGS ST,Strathcona,493354.526,5458715.093
Mischief,2021,4,3,15,0,6XX E HASTINGS ST,Strathcona,493357.1119,5458715.024
Mischief,2021,1,15,0,0,6XX E PENDER ST,Strathcona,493410.3452,5458615.929
Mischief,2021,6,1,6,26,6XX EVANS AVE,Strathcona,493486.6221,5457712.961
Mischief,2021,8,1,0,0,6XX EVANS AVE,Strathcona,493486.6221,5457712.961
Mischief,2021,9,30,15,40,6XX EVANS AVE,Strathcona,493486.6221,5457712.961
Mischief,2021,3,2,0,3,6XX GORE AVE,Strathcona,492928.1476,5458507.256
Mischief,2021,8,31,15,36,6XX GORE AVE,Strathcona,492936.2182,5458519.981
Mischief,2021,9,23,23,30,6XX GREAT NORTHERN WAY,Strathcona,493480.6184,5457121.012
Mischief,2021,12,20,19,38,6XX MAIN ST,Strathcona,492749.634,5458499.632
Mischief,2021,7,10,7,59,6XX MAIN ST,Strathcona,492749.8329,5458507.424
Mischief,2021,2,23,13,14,6XX MAIN ST,Strathcona,492750.0881,5458517.412
Mischief,2021,6,21,14,11,6XX POWELL ST,Strathcona,493372.3723,5458928.406
Mischief,2021,10,16,12,32,6XX POWELL ST,Strathcona,493386.4134,5458927.979
Mischief,2021,12,24,15,0,6XX POWELL ST,Strathcona,493470.9022,5458916.269
Mischief,2021,4,22,3,29,6XX TERMINAL AVE,Strathcona,493463.6941,5457581.138
Mischief,2021,7,6,11,50,6XX TERMINAL AVE,Strathcona,493476.5965,5457604.022
Mischief,2021,4,10,23,17,6XX UNION ST,Strathcona,493340.9834,5458305.793
Mischief,2021,8,13,13,21,7XX ALEXANDER ST,Strathcona,493507.8831,5459016.119
Mischief,2021,10,18,22,0,7XX ALEXANDER ST,Strathcona,493539.8323,5459015.516
Mischief,2021,9,16,3,54,7XX ALEXANDER ST,Strathcona,493598.13,5459007.149
Mischief,2021,2,17,7,30,7XX CENTENNIAL RD,Strathcona,493647.8318,5459082.137
Mischief,2021,1,1,22,48,7XX E CORDOVA ST,Strathcona,493547.8031,5458822.509
Mischief,2021,7,31,11,45,7XX E GEORGIA ST,Strathcona,493486.0503,5458412.349
Mischief,2021,3,26,16,30,7XX E GEORGIA ST,Strathcona,493584.0291,5458401.958
Mischief,2021,11,27,13,0,7XX E HASTINGS ST,Strathcona,493513.0482,5458719.495
Mischief,2021,9,24,0,0,7XX E HASTINGS ST,Strathcona,493526.3953,5458709.705
Mischief,2021,9,1,0,0,7XX E HASTINGS ST,Strathcona,493572.7356,5458707.498
Mischief,2021,5,26,14,0,7XX E HASTINGS ST,Strathcona,493604.814,5458715.124
Mischief,2021,8,21,12,26,7XX E HASTINGS ST,Strathcona,493604.814,5458715.124
Mischief,2021,10,9,10,15,7XX E HASTINGS ST,Strathcona,493604.814,5458715.124
Mischief,2021,5,22,8,39,7XX E HASTINGS ST,Strathcona,493632.858,5458704.634
Mischief,2021,3,22,17,0,7XX E PENDER ST,Strathcona,493493.8262,5458604.998
Mischief,2021,1,27,19,0,7XX E PENDER ST,Strathcona,493540.0825,5458612.568
Mischief,2021,1,8,16,0,7XX E PENDER ST,Strathcona,493562.8102,5458602.64
Mischief,2021,1,30,22,0,7XX E PENDER ST,Strathcona,493648.562,5458608.853
Mischief,2021,1,14,17,0,7XX EVANS AVE,Strathcona,493603.2554,5457691.204
Mischief,2021,8,28,0,0,7XX GORE AVE,Strathcona,492937.5724,5458394.182
Mischief,2021,5,28,11,30,7XX GREAT NORTHERN WAY,Strathcona,493531.6576,5457108.848
Mischief,2021,3,1,7,0,7XX JACKSON AVE,Strathcona,493190.4495,5458389.259
Mischief,2021,9,10,8,16,7XX JACKSON AVE,Strathcona,493191.0107,5458407.756
Mischief,2021,7,28,23,0,7XX KEEFER ST,Strathcona,493594.463,5458509.815
Mischief,2021,1,14,11,0,7XX MAIN ST,Strathcona,492745.932,5458394.176
Mischief,2021,8,10,3,0,7XX MAIN ST,Strathcona,492745.932,5458394.176
Mischief,2021,3,5,20,10,7XX MAIN ST,Strathcona,492747.661,5458425.562
Mischief,2021,8,12,9,30,7XX MAIN ST,Strathcona,492747.661,5458425.562
Mischief,2021,12,2,13,0,7XX MAIN ST,Strathcona,492751.3223,5458343.669
Mischief,2021,3,20,12,7,7XX NATIONAL AVE,Strathcona,493654.4629,5457775.949
Mischief,2021,6,18,16,7,7XX POWELL ST,Strathcona,493502.2667,5458915.317
Mischief,2021,9,3,13,52,7XX POWELL ST,Strathcona,493509.0666,5458924.259
Mischief,2021,2,15,18,59,7XX POWELL ST,Strathcona,493512.1155,5458924.167
Mischief,2021,4,7,14,9,7XX POWELL ST,Strathcona,493512.1155,5458924.167
Mischief,2021,1,26,17,30,7XX POWELL ST,Strathcona,493655.6863,5458919.81
Mischief,2021,3,28,0,0,7XX POWELL ST,Strathcona,493655.6863,5458919.81
Mischief,2021,4,3,7,0,7XX POWELL ST,Strathcona,493655.6863,5458919.81
Mischief,2021,2,20,14,43,7XX RAYMUR AVE,Strathcona,493949.931,5458369.082
Mischief,2021,5,29,2,45,7XX TERMINAL AVE,Strathcona,493575.9538,5457551.197
Mischief,2021,6,22,21,30,7XX TERMINAL AVE,Strathcona,493644.3168,5457532.997
Mischief,2021,11,29,17,15,7XX UNION ST,Strathcona,493513.0456,5458310.473
Mischief,2021,10,17,23,0,7XX UNION ST,Strathcona,493551.2207,5458300.567
Mischief,2021,11,29,16,51,7XX UNION ST,Strathcona,493567.8418,5458309.381
Mischief,2021,11,1,23,22,7XX UNION ST,Strathcona,493584.2807,5458309.054
Mischief,2021,7,4,19,35,8XX CAMPBELL AVE,Strathcona,493815,5458267.273
Mischief,2021,12,31,12,0,8XX CAMPBELL AVE,Strathcona,493815,5458267.273
Mischief,2021,11,4,13,31,8XX CAMPBELL AVE,Strathcona,493824.0834,5458265.071
Mischief,2021,10,21,16,20,8XX DUNLEVY AVE,Strathcona,493055.2732,5458304.305
Mischief,2021,7,29,1,38,8XX E CORDOVA ST,Strathcona,493684.8568,5458809.181
Mischief,2021,9,23,18,0,8XX E CORDOVA ST,Strathcona,493779.9268,5458857.956
Mischief,2021,10,11,6,41,8XX E GEORGIA ST,Strathcona,493660.0303,5458397.9
Mischief,2021,10,9,19,36,8XX E GEORGIA ST,Strathcona,493733.3053,5458395.561
Mischief,2021,4,16,16,31,8XX E HASTINGS ST,Strathcona,493669.1265,5458703.037
Mischief,2021,11,17,12,2,8XX E HASTINGS ST,Strathcona,493711.8794,5458701.645
Mischief,2021,3,5,22,20,8XX E HASTINGS ST,Strathcona,493735.7643,5458710.017
Mischief,2021,11,4,22,26,8XX E HASTINGS ST,Strathcona,493744.874,5458700.571
Mischief,2021,8,20,22,0,8XX E HASTINGS ST,Strathcona,493814.1628,5458698.316
Mischief,2021,3,28,3,30,8XX KEEFER ST,Strathcona,493663.2664,5458498.396
Mischief,2021,3,27,16,1,8XX MAIN ST,Strathcona,492750.3086,5458315.635
Mischief,2021,4,27,20,30,8XX PRIOR ST,Strathcona,493782.9182,5458202.16
Mischief,2021,5,28,16,0,8XX TERMINAL AVE,Strathcona,493750.3865,5457536.539
Mischief,2021,5,6,14,43,8XX TERMINAL AVE,Strathcona,493866.7122,5457463.801
Mischief,2021,4,3,12,0,8XX UNION ST,Strathcona,493674.5474,5458305.421
Mischief,2021,6,5,18,56,9XX E HASTINGS ST,Strathcona,493841.0207,5458697.408
Mischief,2021,3,1,20,0,9XX E HASTINGS ST,Strathcona,493872.3133,5458696.267
Mischief,2021,12,16,17,0,9XX E HASTINGS ST,Strathcona,493872.3133,5458696.267
Mischief,2021,7,20,18,46,9XX EVANS AVE,Strathcona,493872.3523,5457612.226
Mischief,2021,1,10,17,0,9XX GEORGE ST,Strathcona,494185.6934,5458139.51
Mischief,2021,11,5,9,30,9XX HAWKS AVE,Strathcona,493650.5048,5458195.713
Mischief,2021,10,9,2,15,9XX MAIN ST,Strathcona,492745.3985,5458172.801
Mischief,2021,11,20,22,30,9XX MAIN ST,Strathcona,492745.3985,5458172.801
Mischief,2021,11,26,23,40,9XX MAIN ST,Strathcona,492745.3985,5458172.801
Mischief,2021,10,9,13,30,9XX MAIN ST,Strathcona,492745.9214,5458192.933
Mischief,2021,3,9,17,30,9XX MAIN ST,Strathcona,492746.5445,5458216.919
Mischief,2021,5,15,20,30,9XX MAIN ST,Strathcona,492746.5445,5458216.919
Mischief,2021,8,2,23,36,9XX MAIN ST,Strathcona,492746.5445,5458216.919
Mischief,2021,2,4,8,0,9XX STATION ST,Strathcona,492790.7674,5458143.099
Mischief,2021,2,16,4,48,9XX STATION ST,Strathcona,492800.2634,5458154.153
Mischief,2021,4,9,12,59,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Mischief,2021,8,13,18,39,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Mischief,2021,10,1,11,0,9XX TERMINAL AVE,Strathcona,493906.4997,5457452.474
Mischief,2021,12,8,18,0,ALEXANDER ST / HEATLEY AVE,Strathcona,493487.9853,5459021.134
Mischief,2021,4,25,22,0,CAMPBELL AVE / E HASTINGS ST,Strathcona,493832.6688,5458702.288
Mischief,2021,4,28,18,53,CAMPBELL AVE / E HASTINGS ST,Strathcona,493832.6688,5458702.288
Mischief,2021,11,20,23,24,CAMPBELL AVE / E HASTINGS ST,Strathcona,493832.6688,5458702.288
Mischief,2021,11,28,3,42,DUNLEVY AVE / E CORDOVA ST,Strathcona,493064.1838,5458832.406
Mischief,2021,3,6,22,8,DUNLEVY AVE / E HASTINGS ST,Strathcona,493061.1076,5458728.899
Mischief,2021,3,7,17,30,DUNLEVY AVE / RAILWAY ST,Strathcona,493072.971,5459128.043
Mischief,2021,3,16,16,30,DUNLEVY AVE / RAILWAY ST,Strathcona,493072.971,5459128.043
Mischief,2021,11,15,15,47,DUNLEVY AVE / RAILWAY ST,Strathcona,493072.971,5459128.043
Mischief,2021,4,15,20,54,E CORDOVA ST / GORE AVE,Strathcona,492902.2752,5458837.771
Mischief,2021,5,14,21,0,E CORDOVA ST / HEATLEY AVE,Strathcona,493491.1797,5458819.811
Mischief,2021,8,9,17,43,E CORDOVA ST / HEATLEY AVE,Strathcona,493491.1797,5458819.811
Mischief,2021,10,9,18,0,E CORDOVA ST / HEATLEY AVE,Strathcona,493491.1797,5458819.811
Mischief,2021,4,1,6,0,E CORDOVA ST / JACKSON AVE,Strathcona,493208.2839,5458829.103
Mischief,2021,5,6,19,0,E CORDOVA ST / JACKSON AVE,Strathcona,493208.2839,5458829.103
Mischief,2021,2,14,0,21,E CORDOVA ST / MAIN ST,Strathcona,492754.0167,5458842.056
Mischief,2021,4,20,22,50,E CORDOVA ST / PRINCESS AVE,Strathcona,493351.2186,5458824.147
Mischief,2021,12,19,7,0,E CORDOVA ST / PRINCESS AVE,Strathcona,493351.2186,5458824.147
Mischief,2021,11,28,18,44,E CORDOVA ST / RAYMUR AVE,Strathcona,494006.6664,5458800.86
Mischief,2021,2,17,1,0,E GEORGIA ST / JACKSON AVE,Strathcona,493195.8457,5458416.352
Mischief,2021,10,18,6,0,E GEORGIA ST / MAIN ST,Strathcona,492743.2456,5458428.526
Mischief,2021,10,9,11,0,E HASTINGS ST / GLEN DR,Strathcona,494086.6986,5458693.526
Mischief,2021,3,23,6,27,E HASTINGS ST / GORE AVE,Strathcona,492911.3553,5458733.337
Mischief,2021,2,13,3,27,E HASTINGS ST / HEATLEY AVE,Strathcona,493488.395,5458716.092
Mischief,2021,3,7,15,30,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.383
Mischief,2021,9,22,16,11,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.383
Mischief,2021,12,8,16,30,E HASTINGS ST / MAIN ST,Strathcona,492749.7913,5458737.383
Mischief,2021,1,10,19,33,E HASTINGS ST / RAYMUR AV,Strathcona,493995.8663,5458696.336
Mischief,2021,2,20,10,40,E HASTINGS ST / RAYMUR AVE,Strathcona,493995.8663,5458696.336
Mischief,2021,8,7,8,0,E PENDER ST / GORE AVE,Strathcona,492922.9613,5458624.697
Mischief,2021,4,13,3,0,E PENDER ST / JACKSON AVE,Strathcona,493201.5345,5458617.197
Mischief,2021,5,30,23,30,E PENDER ST / JACKSON AVE,Strathcona,493201.5345,5458617.197
Mischief,2021,11,19,20,40,E PENDER ST / MAIN ST,Strathcona,492748.7551,5458629.982
Mischief,2021,12,4,17,20,E PENDER ST / MAIN ST,Strathcona,492748.7551,5458629.982
Mischief,2021,5,4,4,0,FOLEY ST / GREAT NORTHERN WAY,Strathcona,493703.0381,5457053.662
Mischief,2021,12,17,14,40,GORE AVE / POWELL ST,Strathcona,492893.5324,5458938.381
Mischief,2021,4,2,12,0,GORE AVE / UNION ST,Strathcona,492947.3823,5458322.436
Mischief,2021,8,6,18,30,GRANT ST / VERNON DR,Strathcona,494276.3314,5457641.217
Mischief,2021,11,19,9,15,HEATLEY AVE / KEEFER ST,Strathcona,493476.9581,5458504.581
Mischief,2021,5,6,22,0,JACKSON AVE / KEEFER ST,Strathcona,493198.7772,5458516.569
Mischief,2021,12,21,14,0,JACKSON AVE / POWELL ST,Strathcona,493211.1925,5458928.719
Mischief,2021,11,11,16,0,KEEFER ST / PRINCESS AVE,Strathcona,493340.3462,5458512.371
Mischief,2021,5,9,13,0,NATIONAL AVE / STATION ST,Strathcona,492791.7465,5458019.609
Mischief,2021,11,29,10,12,NATIONAL AVE / STATION ST,Strathcona,492791.7465,5458019.609
Mischief,2021,4,2,22,0,PRINCESS AVE / UNION ST,Strathcona,493334.0211,5458310.559
Mischief,2021,10,13,22,0,TERMINAL AVE / WESTERN ST,Strathcona,492773.3482,5457768.632
Mischief,2021,3,11,16,30,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,3,14,0,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,3,20,13,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,3,24,8,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,4,1,9,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,4,8,12,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,4,30,15,45,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,5,1,12,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,5,13,22,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,6,2,16,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,6,5,1,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,6,28,9,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,6,28,23,0,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,7,13,12,30,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,7,18,18,10,X NK_LOC ST,Strathcona,492757.4868,5458792.469
Mischief,2021,3,18,12,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2021,6,23,10,20,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2021,6,26,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2021,7,21,18,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2021,7,29,17,38,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2021,8,7,17,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2021,8,23,18,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2021,8,28,0,30,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2021,9,2,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2021,9,15,8,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2021,9,29,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
Mischief,2021,10,3,0,0,X NK_LOC ST,Strathcona,492765.9374,5458793.303
